Citations,Tectonic Setting,Location,Rock Name,Rock Type,SiO2,TiO2,Al2O3,Fe2O3,CAO,MGO,FEO
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.22,0.34,12.52,2.7,1.12,0.09,2.55
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.4,0.38,12.82,3.39,0.66,0.03,2.28
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.1,0.37,13.75,1.94,0.69,0.11,3.04
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.33,0.38,13.88,2.02,0.76,0.08,3.11
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,67.75,0.45,14.0,2.77,0.69,0.23,2.7
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,68.35,0.46,13.62,2.02,0.77,0.14,3.71
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,67.61,0.44,13.53,2.28,0.97,0.2,3.11
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,67.8,0.41,13.84,4.2,0.91,0.28,0.91
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.24,0.42,14.08,0.88,0.89,0.41,2.84
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.2,0.35,14.0,1.9,0.52,0.11,2.65
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,70.0,0.33,13.93,2.4,0.4,0.18,2.04
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.97,0.34,13.9,0.99,0.42,0.15,2.98
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.8,0.34,13.87,1.21,0.51,0.16,3.0
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.75,0.33,13.79,0.95,0.49,0.08,3.19
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.37,0.36,13.84,1.06,0.75,0.22,3.18
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.6,0.3,13.39,1.55,0.51,0.09,2.77
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,70.02,0.35,13.41,0.67,0.68,0.2,3.26
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.23,0.36,14.59,1.6,0.71,0.15,2.59
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,68.94,0.37,14.16,1.38,0.75,0.2,2.88
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,68.52,0.36,14.13,0.48,0.68,0.16,3.55
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.72,0.32,13.75,1.03,0.68,0.23,3.01
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.63,0.36,13.7,1.37,0.62,0.2,2.67
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.47,0.35,13.8,0.88,0.68,0.28,3.24
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.82,0.4,13.54,1.17,0.71,0.18,3.03
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.85,0.34,13.61,1.32,0.49,0.11,3.09
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.96,0.33,13.26,0.8,0.63,0.25,3.22
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.88,0.36,13.5,0.72,0.73,0.2,3.38
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.42,0.36,13.49,1.55,0.65,0.1,3.32
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.54,0.37,13.42,0.82,0.68,0.26,3.29
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.53,0.36,13.3,0.95,0.7,0.27,3.18
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,68.87,0.38,12.98,2.63,1.03,0.13,2.81
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,66.62,0.45,13.78,3.49,1.18,0.11,2.3
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,67.99,0.4,13.07,2.81,0.95,0.15,2.83
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,68.34,0.39,13.21,3.64,0.83,0.06,2.0
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,63.5,0.65,13.63,1.97,1.7,0.53,5.61
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,64.53,0.58,13.39,3.7,1.29,0.07,3.98
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,65.47,0.58,12.59,4.66,1.06,0.07,3.27
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,66.21,0.55,12.12,7.57,0.8,0.03,0.87
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,66.6,0.55,11.88,6.22,0.76,0.06,2.19
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,65.82,0.58,12.69,1.32,1.04,0.01,6.1
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,66.91,0.6,10.16,6.09,0.89,0.03,3.31
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.58,0.27,9.28,2.72,0.42,0.04,4.58
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.9,0.3,9.71,1.87,0.51,0.05,5.57
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,70.59,0.29,9.53,2.17,0.47,0.01,5.27
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,70.44,0.32,9.55,2.53,0.43,0.01,5.03
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,70.73,0.31,9.47,2.41,0.42,0.01,5.03
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,70.06,0.3,9.31,2.24,0.44,0.03,5.22
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,68.55,0.4,9.33,3.23,0.58,0.05,5.57
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.02,0.32,9.08,3.7,0.41,0.04,5.55
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,70.05,0.27,9.1,2.55,0.4,0.04,4.98
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,66.15,0.5,13.6,3.08,1.1,0.16,3.7
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,65.1,0.58,13.57,2.99,1.61,0.07,5.1
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,65.77,0.55,13.33,3.69,0.98,0.07,4.06
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,66.02,0.53,13.19,3.21,0.87,0.11,4.3
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,67.02,0.5,12.71,3.39,0.69,0.08,4.1
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.06,0.35,13.9,0.93,0.68,0.21,3.15
[9650],INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / NEW SOUTH WALES / TWEED,COMENDITIC RHYOLITE [9650],VOL,74.22,0.24,11.1,3.69,0.09,0.05,0.48
[9639],INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / YEMEN / ADEN REGION / LITTLE ADEN VOLCANO,COMENDITIC RHYOLITE [9639],VOL,71.08,0.15,12.99,3.62,0.58,0.0,0.71
[9639],INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / YEMEN / ADEN REGION / LITTLE ADEN VOLCANO,COMENDITIC RHYOLITE [9639],VOL,71.64,0.25,12.48,2.13,0.49,0.0,1.81
[9639],INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / YEMEN / ADEN REGION / LITTLE ADEN VOLCANO,COMENDITIC RHYOLITE [9639],VOL,71.64,0.09,12.51,2.16,0.36,0.0,2.11
[14051][13983],CONVERGENT MARGIN,OKHOTSK-CHUKOTKA ARC / CHUKOTKA ARC - MESOZOIC / EASTERN CHUKOTKA SECTOR / AMGUEMA-KANCHALAN VOLCANIC FIELD,COMENDITIC RHYOLITE [14051],VOL,74.96,0.28,10.6,2.75,0.48,0.04,1.35
[14051][13983],CONVERGENT MARGIN,OKHOTSK-CHUKOTKA ARC / CHUKOTKA ARC - MESOZOIC / EASTERN CHUKOTKA SECTOR / AMGUEMA-KANCHALAN VOLCANIC FIELD,COMENDITIC RHYOLITE [14051],VOL,76.18,0.23,10.57,2.78,0.37,0.04,0.61
[1044],OCEAN ISLAND,ICELAND / ICELAND / TORFAJÖKULL / EASTERN ICELAND RIFT ZONE,COMENDITIC RHYOLITE [1044],VOL,73.28,0.21,12.51,1.21,0.37,0.04,1.91
[9742],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / ERTA ALE,COMENDITIC RHYOLITE [9742],VOL,71.22,0.47,13.11,1.13,1.61,0.45,2.52
[9742],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / ERTA ALE,COMENDITIC RHYOLITE [9742],VOL,71.6,0.42,11.5,1.3,1.44,0.42,2.45
[10338],RIFT VOLCANICS,SICILY CHANNEL RIFT / PANTELLERIA,COMENDITIC RHYOLITE [10338],VOL,72.21,0.62,9.72,3.26,0.82,0.29,1.07
[10338],RIFT VOLCANICS,SICILY CHANNEL RIFT / PANTELLERIA,COMENDITIC RHYOLITE [10338],VOL,67.18,0.0,14.18,4.0,2.78,0.34,2.48
[10340],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA,COMENDITIC RHYOLITE [10340],VOL,75.36,0.16,11.44,2.3,0.07,0.13,0.76
[10340],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA,COMENDITIC RHYOLITE [10340],VOL,75.31,0.21,10.43,3.22,0.13,0.1,0.8
[10340],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA,COMENDITIC RHYOLITE [10340],VOL,75.01,0.21,10.53,3.06,0.1,0.1,1.14
[15358][15367],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / SARANKA (SARANSKII)VOLCANIC FIELD / TSAGAN-KHURTEI VOLCANIC SUITE,COMENDITIC RHYOLITE [15358],VOL,73.6,0.34,12.14,1.8,0.0,0.06,1.7
[10893],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / NORTHERN KENYA RIFT / SILALI,COMENDITIC RHYOLITE [10893],VOL,66.9,0.64,13.0,8.58,0.33,0.18,0.22
[10893],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / NORTHERN KENYA RIFT / SILALI,COMENDITIC RHYOLITE [10893],VOL,67.9,0.61,13.1,8.41,0.5,0.25,0.0
[11849],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN)-BAITOUSHAN(P(A),COMENDITIC RHYOLITE [11849],VOL,72.9,0.23,9.98,0.03,0.33,0.24,4.13
[9826],INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SAUDI ARABIA / HARRAT KHAYBAR / JABAL AL ABYAD VOLCANIC CHAIN,COMENDITIC RHYOLITE [9826],VOL,71.62,0.19,11.6,3.85,0.98,0.05,0.36
[13387],RIFT VOLCANICS,ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / VICTORIA LAND / MONTEAGLE IGNEOUS COMPLEX,COMENDITIC RHYOLITE [13387],VOL,69.28,0.08,15.43,1.32,0.86,0.28,0.63
[10315],RIFT VOLCANICS,ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND / TONEY MOUNTAIN,COMENDITIC RHYOLITE [10315],VOL,72.26,0.16,12.54,1.87,0.27,0.09,1.7
[10315],RIFT VOLCANICS,ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND / MOUNT CUMMING,COMENDITIC RHYOLITE [10315],VOL,69.0,0.25,12.8,4.1,0.52,0.02,0.04
[10315],RIFT VOLCANICS,ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND / MOUNT WAESCHE,COMENDITIC RHYOLITE [10315],VOL,71.69,0.25,10.79,2.02,0.77,2.04,2.6
[10315],RIFT VOLCANICS,ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND / MOUNT WAESCHE,COMENDITIC RHYOLITE [10315],VOL,72.8,0.18,10.62,2.38,0.22,0.11,1.38
[10039],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA / COMENDITI UNIT,COMENDITIC RHYOLITE [10039],VOL,72.1,0.32,11.8,4.39,0.2,0.22,0.36
[10039],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA / COMENDITI UNIT,COMENDITIC RHYOLITE [10039],VOL,72.29,0.35,12.11,3.75,0.23,0.4,0.65
[10039],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA / COMENDITI UNIT,COMENDITIC RHYOLITE [10039],VOL,71.67,0.34,12.23,3.86,0.27,0.34,0.79
[10039],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA / COMENDITI UNIT,COMENDITIC RHYOLITE [10039],VOL,72.0,0.34,11.99,4.0,0.23,0.32,0.66
[10039],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA / MONTE ULMUS UNIT,COMENDITIC RHYOLITE [10039],VOL,72.77,0.18,13.04,2.76,0.08,0.15,0.3
[10039],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA / MONTE ULMUS UNIT,COMENDITIC RHYOLITE [10039],VOL,72.91,0.28,12.98,2.85,0.16,0.17,0.07
[10039],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA / MONTE ULMUS UNIT,COMENDITIC RHYOLITE [10039],VOL,73.33,0.17,13.1,2.45,0.09,0.1,0.26
[10039],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA / MONTE ULMUS UNIT,COMENDITIC RHYOLITE [10039],VOL,74.1,0.23,11.66,3.15,0.14,0.23,0.47
[7585],CONVERGENT MARGIN,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / PONTINE ISLANDS - PONZA,COMENDITIC RHYOLITE [7585],VOL,70.48,0.15,12.58,4.88,0.27,0.08,0.27
[9237],INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / YEMEN / ADEN REGION / JEBEL UMM BIRKA,COMENDITIC RHYOLITE [9237],VOL,71.54,0.19,13.39,0.38,0.98,0.18,2.76
[9237],INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / YEMEN / ADEN REGION / JEBEL UMM BIRKA,COMENDITIC RHYOLITE [9237],VOL,73.28,0.35,11.52,2.64,1.07,0.23,1.77
[9234],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / ERTA ALE,COMENDITIC RHYOLITE [9234],VOL,68.42,0.46,12.88,1.07,2.19,0.67,3.83
[9234],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / ERTA ALE,COMENDITIC RHYOLITE [9234],VOL,66.78,0.76,12.68,0.6,2.19,0.51,5.25
[9234],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / BOINA FUMAROLE FIELD,COMENDITIC RHYOLITE [9234],VOL,69.04,0.24,12.99,1.27,0.67,0.24,2.69
[9234],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / BOINA FUMAROLE FIELD,COMENDITIC RHYOLITE [9234],VOL,71.18,0.31,12.77,1.27,0.71,0.0,2.52
[9234],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / MA ALALTA,COMENDITIC RHYOLITE [9234],VOL,70.05,0.2,12.38,1.71,0.71,0.21,2.55
[9234],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / BIDU VOLCANIC COMPLEX,COMENDITIC RHYOLITE [9234],VOL,72.08,0.15,11.11,1.75,0.36,0.12,1.86
[9234],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION,COMENDITIC RHYOLITE [9234],VOL,70.86,0.61,12.74,2.55,0.39,0.36,0.14
[9234],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / GAD^ELU / STRATOID SERIES,COMENDITIC RHYOLITE [9234],VOL,73.96,0.18,12.73,0.44,0.67,0.2,1.29
[9234],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / GAD^ELU / STRATOID SERIES,COMENDITIC RHYOLITE [9234],VOL,75.7,0.16,11.8,0.56,0.44,0.2,1.01
[9234],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / GAD^ELU / STRATOID SERIES,COMENDITIC RHYOLITE [9234],VOL,74.09,0.07,12.28,0.95,0.72,0.24,0.93
[9234],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / GAD^ELU / STRATOID SERIES,COMENDITIC RHYOLITE [9234],VOL,73.89,0.13,11.87,1.03,0.89,0.32,1.07
[14051],CONVERGENT MARGIN,OKHOTSK-CHUKOTKA ARC / CHUKOTKA ARC - MESOZOIC / EASTERN CHUKOTKA SECTOR / AMGUEMA-KANCHALAN VOLCANIC FIELD,COMENDITIC RHYOLITE [14051],VOL,75.22,0.21,11.49,2.1,0.1,0.21,1.69
[14051],CONVERGENT MARGIN,OKHOTSK-CHUKOTKA ARC / CHUKOTKA ARC - MESOZOIC / EASTERN CHUKOTKA SECTOR / AMGUEMA-KANCHALAN VOLCANIC FIELD,COMENDITIC RHYOLITE [14051],VOL,75.42,0.13,11.34,2.33,0.08,0.18,1.04
[9235],INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / NEW SOUTH WALES / NANDEWAR,COMENDITIC RHYOLITE [9235],VOL,72.7,0.13,13.2,2.6,0.09,0.08,0.54
[9235],INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / NEW SOUTH WALES / NANDEWAR,COMENDITIC RHYOLITE [9235],VOL,72.99,0.26,13.44,1.51,0.17,0.06,0.28
[12599],RIFT VOLCANICS,RED SEA RIFT / SAUDI ARABIA / RED SEA COASTAL PLAIN,COMENDITIC RHYOLITE [12599],VOL,71.2,0.26,11.3,4.3,0.31,0.22,0.7
[15358],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / SARANKA (SARANSKII)VOLCANIC FIELD / TSAGAN-KHURTEI VOLCANIC SUITE,COMENDITIC RHYOLITE [15358],VOL,72.99,0.31,10.4,1.85,0.28,0.2,3.78
